rest_time,heart_rate_stop,heart_rate_start,speed_stop,speed_start,altitude_stop,altitude_start,total_running_time,HRR
26.0,166.0,141.0,20.0196,3.5604,183.2,181.2,1859.0,25.0
25.0,166.0,153.0,19.8864,0.234,179.4,180.0,1897.0,13.0
26.0,168.0,154.0,20.556,0.1008,178.2,181.0,1934.0,14.0
27.0,169.0,150.0,21.2976,2.0844,179.2,179.8,1971.0,19.0
27.0,164.0,148.0,19.8504,0.27,176.4,181.6,2048.0,16.0
25.0,167.0,155.0,20.8584,0.1332,179.6,183.4,2085.0,12.0
25.0,169.0,154.0,21.0276,0.0324,177.6,178.8,2121.0,15.0
25.0,171.0,157.0,20.1204,4.3668,179.6,177.8,2158.0,14.0
26.0,168.0,156.0,21.3984,0.0684,175.6,176.4,2196.0,12.0
24.0,166.0,153.0,18.9468,0.2016,179.0,180.8,2236.0,13.0
25.0,168.0,150.0,21.096,0.9072,179.2,177.4,2274.0,18.0
26.0,164.0,149.0,18.846,0.738,180.6,180.4,2315.0,15.0
26.0,167.0,160.0,20.2536,0.234,175.0,177.2,2352.0,7.0
303.0,166.0,87.0,19.9872,1.9476,190.0,184.6,2391.0,79.0
25.0,127.0,102.0,11.4192,0.3708,182.0,183.6,2659.0,25.0
6.0,108.0,109.0,11.016,0.0324,185.6,186.4,2671.0,-1.0
19.0,162.0,111.0,12.6972,0.2016,165.6,169.4,394.0,51.0
4.0,152.0,130.0,12.024,3.4272,173.0,174.8,1097.0,22.0
11.0,125.0,114.0,10.6488,0.1332,176.8,177.4,3524.0,11.0
47.0,131.0,86.0,11.1852,2.1168,177.2,178.2,4118.0,45.0
5.0,166.0,139.0,11.7576,3.6288,178.2,179.4,142.0,27.0
75.0,135.0,65.0,12.3948,0.0,170.2,172.8,901.0,70.0
4.0,123.0,119.0,11.1528,4.1328,178.0,181.8,1869.0,4.0
44.0,145.0,101.0,14.04,0.0684,177.2,181.4,1664.0,44.0
65.0,133.0,86.0,12.3264,0.1332,175.2,186.8,2435.0,47.0
23.0,134.0,109.0,11.7576,0.0,176.6,177.8,3162.0,25.0
27.0,156.0,126.0,15.3504,0.0324,198.4,201.8,1062.0,30.0
199.0,153.0,87.0,14.7456,0.0,178.8,179.2,2177.0,66.0
21.0,156.0,135.0,14.544,0.504,168.0,170.6,2712.0,21.0
71.0,161.0,69.0,12.0924,2.4516,157.0,159.4,415.0,92.0
17.0,131.0,104.0,12.5964,0.3024,166.0,167.0,776.0,27.0
14.0,125.0,107.0,11.3184,0.27,169.4,169.2,1400.0,18.0
6.0,130.0,124.0,12.5964,0.3024,174.0,176.6,583.0,6.0
15.0,142.0,117.0,12.9312,0.1692,191.2,194.4,963.0,25.0
19.0,138.0,108.0,12.9996,0.0684,184.4,186.2,1074.0,30.0
349.0,124.0,69.0,12.7656,0.0,196.4,196.2,1111.0,55.0
13.0,123.0,101.0,11.6568,4.0968,199.2,193.4,1262.0,22.0
10.0,121.0,110.0,11.52,0.1332,205.8,204.4,1390.0,11.0
27.0,124.0,90.0,11.79,0.1692,180.6,180.6,2492.0,34.0
164.0,163.0,73.0,12.4272,0.3708,161.8,178.0,435.0,90.0
43.0,136.0,93.0,12.5964,0.0,168.0,173.0,1611.0,43.0
7.0,137.0,129.0,12.3948,0.0,167.0,166.2,2431.0,8.0
8.0,127.0,121.0,11.6568,0.3024,172.8,171.8,3225.0,6.0
176.0,122.0,79.0,10.4796,0.27,169.6,176.0,3295.0,43.0
359.0,131.0,73.0,11.3544,0.1332,170.6,182.4,3435.0,58.0
31.0,126.0,87.0,12.3264,0.0324,160.2,170.8,3474.0,39.0
8.0,156.0,126.0,12.4956,3.4596,163.4,170.4,410.0,30.0
50.0,134.0,89.0,11.79,0.0684,174.8,176.2,1678.0,45.0
18.0,123.0,103.0,11.2536,0.0,183.4,181.0,2430.0,20.0
27.0,170.0,75.0,11.3868,0.3024,179.0,179.4,156.0,95.0
20.0,128.0,108.0,12.4632,0.1692,180.0,180.8,2527.0,20.0
80.0,124.0,72.0,10.782,0.0,172.0,173.2,683.0,52.0
13.0,124.0,115.0,11.2536,0.1008,178.6,181.4,1251.0,9.0
8.0,119.0,110.0,10.7496,0.0,178.2,178.2,1276.0,9.0
14.0,131.0,119.0,12.1248,0.234,176.4,173.4,1919.0,12.0
8.0,162.0,130.0,12.7656,0.0,209.2,210.8,297.0,32.0
8.0,171.0,133.0,13.4352,0.1008,204.8,207.8,561.0,38.0
38.0,133.0,107.0,0.1692,0.1692,209.4,209.8,564.0,26.0
8.0,155.0,139.0,14.4108,0.3708,210.2,213.6,1198.0,16.0
5.0,139.0,131.0,12.798,1.3428,211.8,211.6,1286.0,8.0
74.0,165.0,92.0,14.31,0.3024,213.4,210.6,1474.0,73.0
14.0,147.0,129.0,12.3624,0.1332,176.6,182.0,2067.0,18.0
27.0,141.0,119.0,9.8748,0.2016,178.0,189.8,2198.0,22.0
13.0,142.0,128.0,13.3344,0.1008,195.2,195.8,2288.0,14.0
6.0,154.0,145.0,12.8664,0.1008,211.2,212.0,2424.0,9.0
25.0,151.0,129.0,11.2176,0.0,213.6,216.8,2609.0,22.0
227.0,141.0,88.0,11.0844,0.2016,199.8,215.6,2661.0,53.0
294.0,160.0,108.0,16.4592,6.1812,208.2,196.4,3266.0,52.0
425.0,139.0,99.0,14.814,8.1612,204.8,210.0,3290.0,40.0
1121.0,160.0,80.0,10.8828,5.0724,208.4,214.6,3352.0,80.0
14.0,125.0,112.0,12.1932,0.0,205.4,204.6,3375.0,13.0
20.0,129.0,112.0,8.9676,0.0,203.8,205.4,3417.0,17.0
3.0,157.0,153.0,13.9068,13.7376,209.6,209.2,3640.0,4.0
77.0,150.0,84.0,13.7736,4.4352,203.6,214.2,3673.0,66.0
19.0,116.0,114.0,13.3704,0.0,215.2,214.0,3695.0,2.0
51.0,149.0,91.0,14.1084,0.27,200.8,200.4,4048.0,58.0
72.0,150.0,107.0,13.9392,0.1692,203.8,204.0,4937.0,43.0
2.0,140.0,140.0,12.4956,12.1608,205.0,205.6,5123.0,0.0
37.0,153.0,122.0,13.032,0.1332,206.2,210.2,5649.0,31.0
74.0,151.0,107.0,12.8304,0.2016,202.4,211.0,5838.0,44.0
9.0,177.0,127.0,12.1932,0.0324,171.0,171.6,136.0,50.0
9.0,138.0,124.0,13.2336,0.4716,169.6,168.0,1677.0,14.0
6.0,133.0,127.0,12.6972,0.0684,172.2,171.6,1755.0,6.0
29.0,142.0,112.0,12.7296,0.0,163.8,179.8,535.0,30.0
272.0,111.0,80.0,12.024,0.1692,173.6,180.4,558.0,31.0
40.0,128.0,78.0,11.8584,0.234,163.6,186.0,649.0,50.0
22.0,136.0,114.0,12.4272,0.1332,177.6,182.4,873.0,22.0
42.0,132.0,88.0,11.6892,0.0684,167.6,169.8,994.0,44.0
3.0,130.0,128.0,12.2616,7.2216,162.6,162.2,1578.0,2.0
52.0,136.0,98.0,12.9996,0.4356,171.8,181.2,1805.0,38.0
25.0,169.0,112.0,11.1528,0.1692,188.8,184.6,248.0,57.0
6.0,162.0,132.0,11.7576,0.0324,191.2,194.2,435.0,30.0
57.0,164.0,66.0,8.8344,0.1008,201.8,204.4,476.0,98.0
10.0,159.0,116.0,12.7296,0.1008,210.2,207.0,596.0,43.0
29.0,156.0,114.0,12.8988,0.2016,191.2,190.8,1079.0,42.0
47.0,159.0,89.0,13.8744,0.0684,197.0,194.6,1143.0,70.0
17.0,142.0,121.0,12.0924,0.0,182.4,186.6,1760.0,21.0
21.0,124.0,108.0,11.1168,0.1008,180.0,183.6,2073.0,16.0
94.0,137.0,86.0,11.9916,3.8304,199.8,209.2,2256.0,51.0
3.0,136.0,134.0,11.4192,8.802,194.2,194.0,2347.0,2.0
50.0,142.0,91.0,13.2696,0.0,167.8,172.2,1402.0,51.0
49.0,137.0,94.0,12.2616,0.0,172.4,175.8,2338.0,43.0
9.0,145.0,124.0,12.3264,0.3348,172.4,171.4,2642.0,21.0
125.0,133.0,92.0,10.4796,1.4436,207.0,207.8,1333.0,41.0
10.0,149.0,138.0,11.52,0.1332,216.2,216.4,3234.0,11.0
6.0,170.0,142.0,11.9232,6.3504,180.8,178.6,145.0,28.0
36.0,163.0,92.0,12.4632,0.3024,175.6,178.8,428.0,71.0
18.0,119.0,107.0,10.8504,0.0684,189.6,188.4,1018.0,12.0
30.0,164.0,101.0,9.1368,0.0684,206.8,206.0,187.0,63.0
21.0,170.0,103.0,10.6812,0.3708,183.6,185.4,340.0,67.0
34.0,161.0,74.0,9.1692,0.0684,174.6,176.4,1148.0,87.0
26.0,181.0,93.0,9.3708,0.0,171.6,173.6,163.0,88.0
93.0,140.0,92.0,13.3344,0.0,176.8,180.8,3169.0,48.0
9.0,135.0,124.0,11.3544,0.0,177.6,178.6,3379.0,11.0
35.0,155.0,98.0,12.7296,0.27,179.4,177.8,667.0,57.0
6.0,130.0,124.0,11.4192,0.0,168.4,170.8,1216.0,6.0
19.0,133.0,120.0,12.6972,0.0,155.4,161.0,1007.0,13.0
127.0,126.0,77.0,10.314,0.0,170.0,169.2,1840.0,49.0
104.0,110.0,73.0,10.782,0.0684,170.6,170.2,1868.0,37.0
108.0,142.0,126.0,12.1932,9.9432,168.8,176.2,2229.0,16.0
9.0,178.0,132.0,8.4636,0.504,168.4,169.4,154.0,46.0
60.0,120.0,77.0,10.5804,0.1332,180.8,181.6,1331.0,43.0
13.0,125.0,109.0,11.0844,0.1008,185.2,184.8,2976.0,16.0
175.0,160.0,81.0,13.068,0.1008,155.2,177.4,486.0,79.0
157.0,182.0,102.0,26.2008,3.6612,181.4,179.6,2011.0,80.0
29.0,137.0,110.0,11.052,0.1332,178.4,180.2,2117.0,27.0
62.0,131.0,93.0,8.8668,0.0,185.6,186.2,2146.0,38.0
15.0,135.0,123.0,12.6648,0.3024,184.4,184.6,2478.0,12.0
38.0,168.0,73.0,11.2176,0.27,178.0,176.6,155.0,95.0
5.0,131.0,125.0,10.1124,8.9352,148.6,156.8,2341.0,6.0
6.0,153.0,126.0,15.3828,2.0844,250.8,251.2,23.0,27.0
460.0,157.0,78.0,11.4192,6.6492,240.8,314.6,168.0,79.0
5.0,134.0,126.0,11.6568,11.286,164.6,169.6,441.0,8.0
30.0,122.0,96.0,10.548,0.1008,179.8,204.4,1133.0,26.0
80.0,120.0,84.0,10.8828,1.512,184.4,171.8,1774.0,36.0
3.0,169.0,164.0,11.052,10.5156,174.8,174.8,160.0,5.0
46.0,165.0,94.0,12.528,0.0684,169.6,174.6,1073.0,71.0
21.0,170.0,135.0,13.7052,4.9716,180.2,177.2,221.0,35.0
630.0,161.0,75.0,13.4028,0.0,177.2,179.8,231.0,86.0
56.0,149.0,86.0,9.4068,0.0,176.0,177.6,108.0,63.0
11.0,148.0,137.0,12.9996,1.746,180.2,187.0,174.0,11.0
97.0,132.0,87.0,0.0,0.0,185.6,186.6,168.0,45.0
104.0,107.0,109.0,8.4312,6.8508,188.8,188.4,180.0,-2.0
24.0,151.0,116.0,9.4716,0.0,182.8,182.8,228.0,35.0
146.0,154.0,72.0,11.9592,0.0,189.4,190.2,352.0,82.0
19.0,136.0,133.0,10.314,4.4676,195.2,195.2,387.0,3.0
8.0,133.0,130.0,11.556,10.2132,168.4,170.4,941.0,3.0
190.0,146.0,86.0,13.6368,0.1332,163.0,164.0,3537.0,60.0
19.0,144.0,126.0,14.2776,0.1692,190.0,196.6,5283.0,18.0
371.0,134.0,75.0,11.1852,0.0,203.4,205.6,5881.0,59.0
93.0,132.0,84.0,11.6892,0.2016,211.6,212.4,6099.0,48.0
3.0,140.0,137.0,12.6288,11.8584,215.6,216.4,6519.0,3.0
203.0,138.0,71.0,11.3868,0.1692,171.8,163.2,513.0,67.0
195.0,151.0,83.0,13.1328,0.738,166.4,170.2,600.0,68.0
15.0,167.0,167.0,11.286,0.0,180.8,183.8,160.0,0.0
19.0,164.0,116.0,11.4552,0.0,205.8,202.6,409.0,48.0
4.0,138.0,122.0,10.1448,0.0,199.8,197.8,421.0,16.0
236.0,155.0,70.0,13.1688,0.0,181.0,208.6,614.0,85.0
15.0,132.0,97.0,9.27,5.3424,210.0,220.6,655.0,35.0
48.0,118.0,77.0,8.8344,0.0,195.0,214.4,1634.0,41.0
12.0,119.0,108.0,11.0844,0.0,179.4,177.2,1893.0,11.0
293.0,140.0,89.0,12.798,5.274,176.4,182.2,2450.0,51.0
9.0,178.0,130.0,10.9152,0.0324,-16.4,-20.2,57.0,48.0
8.0,172.0,136.0,11.8224,0.1332,-6.80000000000001,-6.60000000000002,109.0,36.0
10.0,166.0,142.0,10.0764,0.234,-24.8,-24.8,192.0,24.0
7.0,150.0,145.0,12.7656,0.1692,55.2,72.6,441.0,5.0
54.0,153.0,102.0,10.1772,0.1692,-4.60000000000002,-5.80000000000001,532.0,51.0
7.0,136.0,131.0,11.0844,0.3708,4.0,3.19999999999999,640.0,5.0
6.0,147.0,142.0,8.4996,0.0,1.60000000000002,9.19999999999999,910.0,5.0
206.0,139.0,85.0,11.3544,0.234,14.0,19.6,1150.0,54.0
17.0,117.0,101.0,9.3708,0.1332,20.8,17.6,1170.0,16.0
20.0,141.0,127.0,11.1168,0.0,4.39999999999998,9.0,1501.0,14.0
80.0,164.0,99.0,10.9836,0.0684,24.2,18.6,1774.0,65.0
8.0,153.0,146.0,13.2696,0.1692,10.6,6.0,2008.0,7.0
6.0,152.0,152.0,15.318,0.4356,49.8,67.4,2119.0,0.0
19.0,163.0,140.0,13.2012,0.0,35.8,45.4,2258.0,23.0
22.0,156.0,128.0,11.6208,0.0324,-2.39999999999998,-6.39999999999998,2454.0,28.0
10.0,163.0,150.0,11.2536,0.234,14.0,17.0,2595.0,13.0
28.0,127.0,115.0,10.3464,0.1692,-18.8,-25.2,2732.0,12.0
51.0,128.0,100.0,11.9592,0.0684,-25.0,5.80000000000001,2764.0,28.0
10.0,153.0,111.0,11.8224,9.4068,1.0,2.19999999999999,25.0,42.0
35.0,165.0,91.0,12.1932,0.0684,2.39999999999998,6.80000000000001,213.0,74.0
6.0,157.0,133.0,12.0924,0.0,8.19999999999999,7.80000000000001,271.0,24.0
142.0,172.0,100.0,16.9956,2.3184,9.0,7.19999999999999,2143.0,72.0
24.0,139.0,124.0,11.6892,0.1008,17.4,18.8,2717.0,15.0
12.0,144.0,129.0,11.5884,0.4356,12.6,11.8,2978.0,15.0
8.0,137.0,129.0,11.8224,0.0,3.60000000000002,3.39999999999998,2818.0,8.0
30.0,129.0,113.0,10.9836,0.1008,7.80000000000001,8.19999999999999,2884.0,16.0
3.0,137.0,134.0,5.4756,4.8708,27.4,25.8,3317.0,3.0
6.0,88.0,85.0,11.286,0.0,48.0,47.2,9.0,3.0
5.0,161.0,143.0,12.2616,11.1168,64.8,75.6,272.0,18.0
78.0,157.0,60.0,11.9232,0.2016,45.2,53.8,357.0,97.0
4.0,149.0,136.0,9.6732,6.3144,52.8,56.4,417.0,13.0
14.0,144.0,115.0,11.1168,0.0,54.8,67.0,443.0,29.0
4.0,155.0,136.0,10.9152,5.3748,32.2,33.0,556.0,19.0
8.0,146.0,130.0,12.294,2.7216,35.8,41.6,593.0,16.0
12.0,157.0,142.0,14.076,0.1692,76.2,75.6,2406.0,15.0
28.0,142.0,122.0,11.8584,0.1008,94.4,95.8,2990.0,20.0
7.0,124.0,115.0,11.1168,0.234,96.6,98.2,2999.0,9.0
11.0,143.0,131.0,13.3344,0.3348,108.8,108.4,3166.0,12.0
10.0,135.0,124.0,12.6972,0.0,106.8,106.6,3174.0,11.0
3.0,150.0,148.0,11.5884,11.5884,105.8,106.4,3284.0,2.0
9.0,143.0,135.0,12.4272,0.1008,106.4,108.4,3331.0,8.0
7.0,155.0,150.0,13.9392,0.1332,112.2,112.6,3482.0,5.0
13.0,149.0,135.0,12.6972,0.1692,132.6,130.6,3643.0,14.0
9.0,141.0,133.0,11.7216,0.0,131.4,129.0,3721.0,8.0
40.0,141.0,113.0,6.012,0.0,145.0,141.6,3878.0,28.0
12.0,138.0,125.0,13.1688,0.6048,133.2,135.4,3939.0,13.0
299.0,145.0,83.0,14.8464,0.3024,105.4,117.2,4285.0,62.0
4.0,133.0,127.0,12.1932,3.762,116.6,116.0,4454.0,6.0
14.0,135.0,115.0,12.8988,0.0684,93.0,94.8,4604.0,20.0
16.0,137.0,122.0,11.286,1.782,98.2,96.8,4768.0,15.0
2.0,131.0,131.0,11.9232,11.6892,88.4,88.6,5118.0,0.0
23.0,128.0,108.0,8.0964,0.0,91.4,90.8,5126.0,20.0
34.0,113.0,86.0,10.2456,0.0324,88.6,89.0,5140.0,27.0
49.0,104.0,73.0,10.1124,0.0324,91.4,90.8,5148.0,31.0
14.0,129.0,120.0,8.0964,0.0,56.2,57.6,6056.0,9.0
11.0,124.0,115.0,9.306,0.0,50.6,51.6,6080.0,9.0
61.0,163.0,106.0,9.4716,0.1692,39.6,33.0,6405.0,57.0
3.0,142.0,141.0,8.532,5.3748,46.4,46.0,6627.0,1.0
32.0,158.0,130.0,14.544,0.1332,66.0,82.6,6777.0,28.0
20.0,142.0,127.0,12.4272,0.0,108.0,136.8,6879.0,15.0
5.0,140.0,136.0,12.8664,3.8628,114.4,96.6,6932.0,4.0
38.0,147.0,104.0,12.564,0.1692,39.8,37.2,7010.0,43.0
68.0,150.0,97.0,13.7736,0.2016,46.8,54.8,7114.0,53.0
9.0,121.0,117.0,11.3184,0.0324,44.8,40.0,7147.0,4.0
5.0,148.0,145.0,13.2696,1.9152,47.2,47.2,7301.0,3.0
2.0,138.0,136.0,11.9592,12.024,48.4,49.4,7348.0,2.0
44.0,136.0,103.0,11.6208,0.1332,40.8,41.0,7545.0,33.0
26.0,151.0,121.0,12.9672,0.0324,19.2,37.6,7716.0,30.0
23.0,177.0,115.0,14.9472,0.1692,47.8,52.2,134.0,62.0
21.0,159.0,143.0,9.4392,3.7944,51.4,49.6,151.0,16.0
11.0,153.0,112.0,10.1772,0.0684,26.2,26.4,450.0,41.0
6.0,139.0,124.0,12.5964,0.0684,26.0,32.8,495.0,15.0
28.0,162.0,98.0,11.3544,0.0,53.6,43.0,570.0,64.0
28.0,108.0,85.0,7.2216,0.0,41.4,33.4,576.0,23.0
68.0,161.0,66.0,12.528,0.0324,41.4,39.0,688.0,95.0
50.0,129.0,77.0,11.6208,0.1332,38.2,39.4,760.0,52.0
7.0,137.0,131.0,12.9672,0.1692,24.8,24.8,1014.0,6.0
14.0,142.0,125.0,13.4028,0.2016,27.0,26.6,1200.0,17.0
54.0,130.0,81.0,12.3948,0.1692,19.8,25.2,1284.0,49.0
18.0,135.0,116.0,10.9512,0.4032,30.4,28.6,1443.0,19.0
41.0,131.0,91.0,11.79,0.0,36.2,35.0,1565.0,40.0
29.0,123.0,98.0,12.1608,0.0,30.2,33.2,1608.0,25.0
25.0,133.0,111.0,11.2176,0.1692,24.8,30.6,1768.0,22.0
34.0,123.0,88.0,10.8504,0.1008,38.0,43.0,1987.0,35.0
17.0,127.0,104.0,11.3868,0.1692,32.6,36.0,2112.0,23.0
31.0,120.0,91.0,10.8144,0.1008,38.6,45.0,2155.0,29.0
20.0,131.0,111.0,14.9148,0.0,205.6,207.6,16.0,20.0
6.0,144.0,141.0,12.528,0.2016,209.0,210.4,937.0,3.0
4.0,144.0,142.0,9.6732,3.9636,197.0,197.8,1095.0,2.0
10.0,134.0,128.0,9.1044,0.0,203.2,203.2,1120.0,6.0
1586.0,158.0,75.0,11.1168,0.0,213.6,221.0,1179.0,83.0
202.0,157.0,84.0,10.9152,0.3708,214.6,215.4,1593.0,73.0
47.0,143.0,111.0,11.8584,0.1692,221.2,222.8,2039.0,32.0
9.0,161.0,155.0,13.6368,0.504,219.4,218.2,2346.0,6.0
85.0,168.0,48.0,10.4796,0.1692,174.4,202.0,92.0,120.0
15.0,164.0,109.0,12.6972,0.1008,177.4,175.8,142.0,55.0
401.0,129.0,78.0,10.8828,0.1692,177.4,182.2,1217.0,51.0
28.0,142.0,119.0,11.4552,0.0,165.4,174.0,2896.0,23.0
141.0,154.0,90.0,13.536,0.1332,217.2,218.0,887.0,64.0
28.0,108.0,103.0,11.3544,0.27,210.0,209.4,901.0,5.0
7.0,145.0,140.0,12.0924,0.1332,180.4,182.0,2825.0,5.0
12.0,172.0,126.0,12.564,0.0684,174.4,174.0,138.0,46.0
350.0,151.0,90.0,12.8664,0.0,168.4,189.4,1421.0,61.0
22.0,152.0,136.0,12.4632,0.0,177.0,179.8,2670.0,16.0
28.0,164.0,101.0,12.3264,0.1692,190.6,185.4,135.0,63.0
4.0,139.0,138.0,11.0844,8.8344,186.2,188.2,1738.0,1.0
100.0,141.0,94.0,10.3788,0.2016,183.6,185.4,1795.0,47.0
6.0,162.0,154.0,8.9028,4.1652,184.6,185.2,192.0,8.0
62.0,154.0,79.0,14.1084,0.0684,190.6,186.6,469.0,75.0
2.0,144.0,137.0,11.79,11.4876,179.0,180.8,792.0,7.0
13.0,136.0,120.0,11.8224,0.1332,165.0,178.8,1218.0,16.0
28.0,145.0,119.0,13.2336,0.0,186.0,188.6,1787.0,26.0
35.0,146.0,104.0,12.4956,0.1692,191.4,188.2,1895.0,42.0
3965.0,123.0,82.0,14.814,3.762,186.2,217.4,1911.0,41.0
195.0,170.0,98.0,16.3908,3.7296,170.6,179.4,3985.0,72.0
237.0,163.0,83.0,15.7212,0.3024,196.6,187.6,1091.0,80.0
4.0,150.0,147.0,9.9108,6.9516,230.0,232.2,363.0,3.0
154.0,151.0,85.0,12.06,5.8104,205.0,198.2,412.0,66.0
19.0,111.0,104.0,15.6528,0.0,198.0,188.4,421.0,7.0
5.0,165.0,162.0,14.2776,5.9472,187.6,195.4,561.0,3.0
32.0,159.0,120.0,15.1488,0.0324,196.0,182.0,660.0,39.0
7.0,166.0,160.0,15.1164,7.4916,183.2,186.2,755.0,6.0
14.0,153.0,142.0,10.4472,0.0,182.6,182.6,1398.0,11.0
30.0,155.0,117.0,13.6044,0.0684,172.0,180.2,422.0,38.0
105.0,142.0,87.0,11.9592,0.1332,182.0,179.6,996.0,55.0
46.0,153.0,110.0,11.8908,0.1332,178.4,182.4,1429.0,43.0
6.0,131.0,125.0,10.9836,2.3832,180.2,179.2,1690.0,6.0
1.0,152.0,152.0,10.7136,10.7136,168.8,168.8,2451.0,0.0
233.0,149.0,86.0,11.052,5.3064,170.0,200.6,2454.0,63.0
5.0,148.0,142.0,10.782,10.3788,169.4,169.6,2543.0,6.0
69.0,138.0,96.0,12.0924,0.0684,176.8,178.8,3320.0,42.0
6.0,142.0,133.0,11.0844,0.234,191.0,194.4,5231.0,9.0
16.0,166.0,130.0,12.8988,2.2176,181.8,181.2,330.0,36.0
71.0,171.0,85.0,15.3504,0.27,202.4,225.0,414.0,86.0
26.0,146.0,115.0,11.1852,0.3024,191.6,185.8,837.0,31.0
21.0,144.0,123.0,11.2536,0.4032,174.8,184.2,1076.0,21.0
3.0,147.0,144.0,12.8664,9.5724,154.6,155.0,1362.0,3.0
23.0,147.0,127.0,12.9672,0.1692,175.8,182.2,1585.0,20.0
19.0,162.0,139.0,16.1244,3.1572,186.8,187.6,1672.0,23.0
2833.0,163.0,85.0,14.1768,0.0,188.4,212.6,1747.0,78.0
36.0,100.0,81.0,10.5804,0.0324,198.0,196.6,1764.0,19.0
27.0,158.0,95.0,10.6812,0.1008,180.6,179.2,2060.0,63.0
12.0,148.0,114.0,11.0844,0.0324,162.0,179.2,2192.0,34.0
3.0,167.0,152.0,13.068,8.6328,189.4,189.6,120.0,15.0
44.0,134.0,98.0,12.3948,0.3024,158.8,171.6,1308.0,36.0
11.0,169.0,126.0,11.4552,5.508,173.6,174.6,289.0,43.0
43.0,164.0,78.0,11.3868,0.3024,168.6,160.6,423.0,86.0
25.0,133.0,109.0,12.4632,0.1692,178.4,184.8,1075.0,24.0
15.0,132.0,111.0,12.0924,0.1692,184.6,180.4,1193.0,21.0
19.0,132.0,111.0,12.6648,0.1332,181.2,180.0,1315.0,21.0
8.0,135.0,125.0,12.9672,0.1692,170.0,170.2,1429.0,10.0
3.0,170.0,166.0,13.2012,12.6288,252.2,249.4,34.0,4.0
7.0,129.0,129.0,12.1608,0.234,168.0,169.8,2771.0,0.0
5.0,145.0,135.0,0.4032,0.1692,201.2,201.2,4.0,10.0
202.0,145.0,85.0,13.7052,0.234,171.2,172.4,1909.0,60.0
53.0,169.0,69.0,13.4712,0.1332,169.2,170.6,154.0,100.0
2.0,156.0,153.0,15.5196,11.052,202.4,202.6,610.0,3.0
8.0,155.0,133.0,13.8744,0.0684,191.0,197.6,753.0,22.0
15.0,154.0,117.0,14.04,0.0324,194.8,189.4,971.0,37.0
32.0,165.0,103.0,14.3424,0.1332,172.2,175.2,1197.0,62.0
10.0,174.0,176.0,14.3424,7.8948,161.0,167.8,47.0,-2.0
19.0,127.0,119.0,9.7092,0.1332,175.2,177.6,2386.0,8.0
133.0,141.0,79.0,13.3344,0.1008,163.6,162.0,1175.0,62.0
62.0,139.0,88.0,11.2536,0.234,172.2,181.6,1411.0,51.0
83.0,91.0,73.0,11.9916,0.0,178.2,171.0,1422.0,18.0
135.0,159.0,87.0,14.58,0.504,159.4,162.6,1256.0,72.0
274.0,160.0,86.0,14.7816,0.1332,145.0,151.6,2513.0,74.0
23.0,162.0,112.0,13.3704,0.3024,165.4,171.6,435.0,50.0
246.0,135.0,70.0,13.7376,0.0,177.2,191.2,452.0,65.0
12.0,164.0,108.0,12.9672,0.0684,186.0,184.8,540.0,56.0
30.0,148.0,97.0,12.9312,0.1332,172.4,167.0,759.0,51.0
38.0,150.0,87.0,13.2336,0.1692,174.8,174.2,868.0,63.0
35.0,137.0,95.0,12.8304,0.0324,181.8,182.8,1092.0,42.0
40.0,147.0,101.0,14.076,0.0684,171.2,171.0,1592.0,46.0
31.0,140.0,101.0,12.7656,0.0684,182.2,181.6,652.0,39.0
13.0,170.0,152.0,11.1168,0.0684,174.8,180.0,146.0,18.0
7.0,140.0,134.0,10.6128,3.8628,177.8,178.2,3122.0,6.0
148.0,135.0,82.0,11.8224,0.2016,171.8,179.6,3713.0,53.0
7.0,132.0,122.0,11.9592,0.0324,167.4,169.2,4621.0,10.0
73.0,144.0,100.0,13.4352,0.0684,171.2,175.0,5235.0,44.0
10.0,138.0,126.0,12.0924,5.2416,178.2,179.6,2389.0,12.0
10.0,145.0,134.0,12.798,0.0,190.6,209.4,2537.0,11.0
6.0,169.0,133.0,12.7656,2.7864,164.8,167.4,102.0,36.0
7.0,173.0,150.0,9.9432,0.4356,165.0,164.8,141.0,23.0
15.0,153.0,112.0,12.024,0.0684,166.4,171.6,1157.0,41.0
289.0,160.0,98.0,14.31,0.1332,165.0,170.4,3360.0,62.0
22.0,173.0,109.0,12.1932,0.2016,191.8,186.2,135.0,64.0
57.0,136.0,81.0,12.4956,0.1008,190.8,188.6,1184.0,55.0
6.0,174.0,174.0,11.5884,0.1008,175.0,178.2,150.0,0.0
11.0,148.0,107.0,11.5884,0.4716,183.2,184.6,1826.0,41.0
20.0,168.0,120.0,11.8908,0.3348,181.6,181.6,145.0,48.0
31.0,140.0,120.0,12.7656,5.508,164.6,166.8,2420.0,20.0
153.0,143.0,88.0,12.8988,0.0,181.0,188.8,2619.0,55.0
18.0,134.0,117.0,11.6568,5.544,177.8,180.2,2793.0,17.0
96.0,126.0,80.0,10.7136,0.0,183.0,183.2,2845.0,46.0
109.0,142.0,96.0,12.2616,0.0,175.0,173.4,4038.0,46.0
571.0,152.0,84.0,12.7296,5.0724,177.6,188.8,5101.0,68.0
8.0,144.0,137.0,11.8908,0.0,172.4,170.2,5384.0,7.0
13.0,168.0,134.0,12.4956,0.4032,175.8,176.2,134.0,34.0
204.0,155.0,92.0,11.6208,0.1692,43.6,80.0,1841.0,63.0
